# MT3f exact freeze inclusion manifest (TSV)
# schema_version=mt3f-inclusion-manifest-v1
# snapshot_branch=codex/recovered-demo-bundle
# snapshot_head=501d8a6d7d2db48397b355aab592d6ea359ae277
# snapshot_tracked_modified=4
# snapshot_untracked=328
# snapshot_staged=0
# candidate_count=332
# accepted_candidate_count=39
# excluded_candidate_count=293
# control_file=docs/evidence/MT3F_FREEZE_INCLUSION_MANIFEST.tsv
# approved_path_count_with_control_file=40
# control_file_digest=reported externally because a file cannot embed its own SHA-256
# reviewer_verdict=PASS WITH MECHANICAL CORRECTIONS
# packaging_classification=OUT-OF-SCOPE UNTRACKED WIP
# amendment_sha256=f53bcb7df3a3187b840687e03b0b4d071c21a2936bd72cf46d991a5107591021
scope	path	originating_micro_task	git_status	purpose	public_private_classification	decision	sha256	reason
candidate	graphify-out/cache/ast/v0.9.48-s2/aaee1cb20715a29bac3a8a90a704c154ad6f92ae50003d2f3a2be7ddcaa2e2f1.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	78c649e3bd2298e0395c5a553b8e8a3b7e4468f6c272ac4c30d29c36e532e17d	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/ad254a46f9f7df377ba0961012eec504babeab66747451019bfe5cf40dc367db.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	d05ea104905c3a68b6862614e07e913632dbd16d80ee3925cd1f297e4016d517	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/aef7330cc414e3d7c0b5d8a772f2db8b7614d213cc6fa3ad01b04e37d28ddada.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	b550f0a2d20f90a03f555aad5e5dcfe89891cc204b9f5cc475a1553aff5e4559	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/b32a17dbd50add5e6b9f58d4431d0ce1a01e02169b667a88cc1277f9e8363169.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	4bc256bb9ff7300a82071b948782c3e59de6b00b3b42cb3dd41e3c25b053448e	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/b480d153306bcc2272c14536a08215915bc3c6bbe8d7b87e1453ee0d4913016d.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	e1b31b941e7ed6e6dc60ffb61cd956d0c0ec469e330a1a6cc7ae42870f4fd2dc	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/b4a3ba3f56549abb98795a4a0104e9f779b219331e7c0e613710fa2d9d665a2a.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	7067eda183de498078a507d0b1a39c1dda463b4904d81a0ebf55bdc104541c7b	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/b79905b1bf4ac99cf31dd8277e90a3fd207ae0f70c8849457dbf51d04923c97c.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	1a20beced2240af61302f9859bdf76cc08f3cced596eadf374d595e21cc4cc01	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/b872b6f402c0bcfefd191afd8e19333075fe43c2f322df8db44ecbc3104b90e5.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	82ff0aa207a075b210835092a9b9039c612731bc4c008fc91b702db1c2d98e4a	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/b887e02daef0beb9d74e9c5d5db07c6079da99f0d2d86df0adad2f45569e1fa7.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	d572cfabd73c1ba118d2837493068cd35de6048aaf6c0487e1522321820556c7	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/b8f7c7e66931f82b8d6938b92c0d6c7fc03d6ed45c44e4cc4f94ab501a4e5902.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	27f3d38bd8a58c14f24de77ccdd03188d52f54923a01ad8fde1176a947ad9d01	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/be0d41b8818c5575178e92a6c1d92ea6f8910d312bbf11f7503872b144118161.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	5049a45a860cd3695d75e87a285fb60aa5d81efec3152a5472d157c5244fbc76	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/be19187cc826a61f397479b515368fe8d6a1fdea64b3aae5c641eba0021bb702.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	20dae11a3989a0e5b1f45bab6579965a0bca7e2e0b9202e160f3f0a627971f3f	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/bf665069a130f42d41629864bbc7a054b02cf6c2c8e2a468273f1477900c77b7.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	c99f458d9a7e93cadd1379e964099a3e4975c54257618efd9dacf6b2d2ad7a20	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/bf8302d64e7693ddf4bca835c51a9a714ea87cf8df307c50a13500bd71efd266.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	6eb12a4e8ee5ebf2be421f9f9668e278f215068020151931f813f11d46357158	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/c1cc44fb6081f43b00686f756673dc56ad8e8ace776c9fea149812aea3dfcae8.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	f556d50c855cb8097c6c98d438c878d05868377d0d8466fc6ef5f5c00e6b6b97	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/c1f3f996affb613d36d9643a2338abe98887f7d253b83fc4f0aca7dbeab0ccea.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	e0a648a30806c3358e6fce25e70726c47242703e09ab23e96e8c90b473ca4b73	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/c55994150f09d42215cffe54c3cd6f98d2ab93637e10a73c8cdfd3fe5d193fbd.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	f4fe67b83cd82c15eb4606f24237cf7644e60c04d10ede53ba20f0d6c93e59e2	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/c74be9c3b7509ea01dbce8bf9c1750a35b88f81778ebb8cd54e179c5c0476e35.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	3b314aa9efd77fcb4107deac566a66e314e0b1fed2752c9b472e1351dfc723db	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/c970bedc3937c4e2b5bd61ac1ff06d8007e3c40ecc6efa8ac9d4a804fa8fcb66.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	c6be073ad958bb7866996c8a1684d2cde00f4340852025b926526319835a7559	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/c9c65a9a7377e0ad1e26a3c504368a41cafb5fad2db84a08eb12b5cde31ed0a2.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	896e24d06b58809b317986fafcf8e3ba3fd4cff71dad41b58739a978024345e3	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/ca0793a62763535d37f3cb541e7a111fac965764a1118515a851011df00f4ff6.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	def16ec01dd4f52be4529801ebdd07a26914560883226eec5e18ea35178c8351	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/cc9bfb10c1e7217a792dcc2c8a3869e78934142b02fedcf67c5e3e00beb79bd6.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	01617a015bdf4b560fea1481d236d53101a3470d880e448dccc0669074819adb	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/cd26b6e8c1452ca4142491877106364297944e087e008637046f02896ff3b7e4.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	25a8a40f85d03e7078a1b5c32551155fc67f3c9c7540ed514d07b0282605e1ef	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/cd9acbe345c3dbc82cf827825547a1d92bddc3f93b6fd9876df279c7e2c24408.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	6739ef3e9cad242edaa38c80b03ea2b595c96b15f330960b917672125df27eca	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/d1fbc01be30d5c03de4655fd7983987ddd69b547039e5ab2a08c3aa3d862151f.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	0fce76aee0e126c741450e507e29cd0bee317cdf9587299bced64d20c78025a2	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/d23c5ee938c5de1d6660f987bd4a75869337e15af694e5db255886b97b4e8397.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	bdb8f5d950aa019bfa1ccaddbce2be8eef3a6b770df6f60eef4f3d0c9bb8079f	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/d2bdaf3db400a9da331395a9d5959efbab8644090a2072b7cbdc52de5ddce6e5.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	da44666369651b7147c0f172620851f9ebc7156144c14d187b96842d4d8a5e88	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/d2db94d0875ce28f70cb8362d086ea54f4f800a1a84028538543447dd9836e0e.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	faf5e65afcefe0b01d0bcab797553bab8a29c76e9c3c6b18c47e13597b58870e	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/d36f3e0e9845bf482df9ded9a192f61ecd4cb215a3506e3db1d0a3cc8aaa8915.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	193752391e39c01ec3249305824f675d46cb886739167b6d4b5280d89e8e0e17	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/d3aef9c1dde9177de676d0418794532d89453fb37e788b558ec152851a958cb8.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	e6071a7dd30751bf327a52877174c20155d0d471aca1407370485a2a288a5052	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/d494d589d3b1621070bc7c3635e1bdfb60e20c699e7d35f8ef9cee2b7d96922d.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	851e135f2b6093002fbaf8b4fb55537308c6377302650728dc4283bdd994dc04	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/d6522604e3b234d5932f0d2c3113d1aee27b38cfaa0a7bc84409dee89935fda4.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	45884719e2476b6cb0e78ea59bf6cfc4095b272fb79cfd9e0d9982bb66ed68e2	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/d918884c85b5df0cb70abe7466e495d4fe4ae4993299158d3c86cd6979da17af.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	82c21ccecf678f234e13ed11b7b78a13f8d62850886bfb66e5fd52f6d407cd09	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/d96f9ce8cca06953a18ddee4df6e009930525040616f22a72982dce8c8bc84de.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	cda1f8bb5fe8bcae5b22f3974689d79d44e17f0c0037f9ef8420d4ad88329223	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/d9a83fa5fca28386243306d822773cf247c0676527f68709cb5b5b4901c01a95.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	0d77231299ded2f10269951da8805964a47f1f6053e41a51f1f07ab8cde262fe	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/d9cba9b311cbb4369c30c0af62c5949d0b255e844c7dd590455f53f6ae71dd78.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	127705c1471a5f78427c064611bf84db3bd20caf7247d44298673b134c1c3b40	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/dc5b6d17d26d18108b2a99468c485df5221cbfc30644a50116748dd7b41cb83e.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	4b06263af675862abaf365103164b061fc3920d1b9b33c4019cbd322bbc7817c	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/ddc58cc31fd62ced8244713b8c884bce930280801de3640995608f38faa1425d.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	9868f0d57c1e8713faeff47374ad84d9af99e72a73a514fae6b6f82284e46377	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/ddfccab5e1734736e00b0bd39470476ccc9f5c1fa01228f5a0f4eba0b58e06b3.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	a6b68e0ee1c798b23fb3962b5dcd48ac71933ea8770d7392de4e301c27dc7880	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/de8aa5f9917b90b0dc498fd083b1842ffe4790af1213cdcba596b839693cad44.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	6781543713854103f03b6f6e5df044d02d834e8e214aded0dcddb3b031ff9c0d	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/df59e4babd0aa946e1aa6b8cedfdbd7eaf8e67238ffbcd5f692619787ecbb338.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	ae5f0f1c302f6c1096ddc91a1f78e3bb5e8fcd25c4dee89bddde255c80b21ae7	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/e12492f1bc8cbf0b8d8ac64771ea9039de4a889d840fffa63795917e77139b59.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	9b1d7de04d146178f5255fbe8ac393fcdf8e5689e5d8ed17b7eff400fdbdd875	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/e2cf9cccdca4eeae382a52b7744f4fe2053080a13d9b1915ae22d8afb606ce3d.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	6da8073682684754c894325b3e738816fa8b8239c69504f5dac6e99b32594514	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/e2ee1f6503affd5c40e4d3c4ed62099e156ceaa1c9ffeaee4077b2b9182a4291.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	99bce8f7915e715c65375ff955eac034422c3600a7c3bcea85f63b42575c5dd5	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/e365c396e178c4494238e3e900dc9c9a1357fb6b29ee0f652d55caf7a6c97faf.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	f959d5b553593b1bfe18ccda1296a9eec7022fffd9e2b1d07c504d2ead985932	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/e3d575227913f7f2d7170fc1a2171a7a7db1592360439de9374a365d5b81e5df.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	f0ecb459f0054ad9a9c9336c9f7bf8b6c03d480f21eda979203bcd8269b5e03b	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/e40ea52068cc3dbe2cbfaedf8162499037d68fd2b3958aba2bcf29f262aa9b2a.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	5f92f1de86c93d68d149e177049dd6b36f324639d8053623793818e0e314e144	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/e5bc60180d13212edc0af2062c25df9bae63fb04ba36d3fd87ea73aa54e8a5f3.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	96d534ab78372c8744c14dc1612f3fbad737248a65385d399d68039b013068a4	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/e6c1ad5a85f7c9769c49c99e03a4bcef64d814089ea9722c4f70c756e340bed6.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	c1a633806921248099a2a0e9b7886aedd371d32caf37e9ba3f8cc652935c1b2e	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/e7f7e536e7721316788bcff1134b8268b4b52a3df0ce86b5bae24edb29aef3b1.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	8084221472c9ebef58f8acbf1daeb2294a1effba49013927f9a7125b22b34ce4	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/ea69700c02e0c0ccae0bbe6330ea78aa15d1e48ea8e3e273c83cdef0b4346325.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	b4dc3d046656493be37793fc6ec4433d5cb034c77e7b92b80fbc1071df5e507e	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/eb775e71cd297645460a16708750ddd56e603546459251c45d54b5d8cf4f3a38.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	abbbaebdc5ac2fdd295387cb010009455dd166caa0d73e43eed8d859bf6884dc	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/ec9f037e7b88f9c7278df1c1002425654592daa8a419556bb62cb39c85c56073.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	00ae42582d82cc3972de9a40dd44b249b2a42859c97a19dc651c868863553c96	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/ee9d625190a2772a6f00ee18d8088cccc14b3938eb887b3d4907d6512e4ab149.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	010711f145be188c00cff21b175967d2d280c494f89929a89d732327c4d5585b	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/eee0293bb1f43bf43e2ebab9639ccb6613613685b9512c462332e2e9403d9fa5.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	569002ad8d91bae5e0fdd7b486aff167f3d8b4caf9ece56993d96d21ca7157e2	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/f37f88edbd68f0659614f789f93fff0af5e85a5354b5cb4a6c508c4039e50b97.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	fc6400a099c901fa51f933f9f1b97359605b2d57b09a554559f6c8765a727c2e	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/f52c828cc68f627463ac24ebd5d704e3656f894e8c41e7e630ac5b5e0ba6046d.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	d3a33889136e0d35304e8591083e4b7b063b2577a403a94b083aa8b4e8f0f953	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/f909942bd684e9f5e707748f512033b64d96d33adb1749d087ce296e86bf61ae.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	3acceba65e9824bc7bb018c6361e3fba1282ceade99da34f4d59c88f8a9579d0	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/f9292e28ec0b050ee0940f6edbd67bdfef418b0cc34207a59d8a2c963946d349.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	a8b91dadafb18291705df71207f288e8903799ca6af785c6d6a7bcc8761e5aee	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/fb842862eeccca0794723d9fd10331e5272526e2706e189487e14638be132f86.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	b15c30d9055bd30b75ff1eb6812426cf4f472c993325a2247ece630073bff54d	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/fc5ed16d428b4d6999d43589d00de4ea2e91140b65209a75efcc97cd91dda18f.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	5284db437a028f6011af784224f3b5cfc4fa537a61065e0c7404596db5f48ba0	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/fc997443527b9a6f8e37cb0bddcb048de7c5bb7df533553a1fb101a9e03ebf0f.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	a35ff2aa0d219f5500d045bc521cce87282811a26c0f3897858167bd4b7eee0b	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/fce818a44545fd68842a6d42688e5d36df462df06ed5bb088f532be84c231d68.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	b2e10df621840846e1cc33d28820733bec5c81e3b8ba02712c87b3910a993591	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/ast/v0.9.48-s2/ff7c13868d5d4e236426754ae441676b0ec9c230d4d56ec302edc3612ec72626.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	d30a7101a51049865983d9d3c81e86739bc9e95ba4fc3e4833b53a15ae69e7c5	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/last_query_stamp	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	54e655f8c816d57b677e86d6e9b9eaa2e9666ad67207f24db8451c58d8b28fd6	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/0419f8874463219943386019afdeb8bd393e1654dba20f62df7f841aaf7cfe98.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	9c19b8198e0df8ce0c7badd93e265e8328a08ee751e2e080ff64a8f86f178d2d	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/076401fe201087c83f977033dd9bebcfd9bf62b684bd311279c233f91ade6da5.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	665382955ffb7bfffac571a9676b1b06bee3209262b229effedda5152401b2cf	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/0768953726fa4ba0fc435178b57af4857106fcddf277498cd0bca73dabc382c4.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	65448bcf6b9cad000a9aefd1e462d484a41b20683cb682665ef21182ba110ae9	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/225f16e58c73fb85a9b0f88259e3ed4bdeb7e14c6cf7fb11de9bdf64c35da8ea.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	55047cc28599233e655ec0cabf51fea1bcb4f8824765411f8ad91ddc11e9c895	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/2288965dfa421a82d2cd1352bcc320d99143c99d08b3605af266f47c423042ff.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	ec9b898a52d948e9d9cc86d9a84a55f03afd87dc674e1e9bce66a52fc8bcf56f	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/23c2070cbdd52e7e18184b16f5afd48b1020bf5f103424ddb042e63e3643958c.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	01ed749c748afbb34b420d8df5fc55910487501b8a7f0961c41f64ce0e66d5a1	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/283eaa3d1da0ad75aa8be05269f777061f6a1f28cbaf31e75701ae0adecfabbc.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	d9df94f6812d8ab1fb0f571727e2256e6a221a89411a37b37bba598ccb5d552d	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/28b2aa746ba0fb42548c3ea9c69ef1537df72d1e7369ee3ff7f8822bde73e177.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	5714623171b73c50ec2f90eab1359d2b7c1791d879eeb0a49d2151c0591a6443	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/29e918933627c97e93295f81a238a2d92c6be9a6d5ea0b116870f25f162fd79f.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	eab93e029cec99e6281aace54582e86c3df495f7491c92f5b6f33ccad28ae393	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/2c201cac8f60b4960b1da2f32b70d7c0cc776b5341ecd48d9d0291e32c01dd47.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	2013199dd39cc2b549fb38acbe319e98883b9504d443fea7293836cb07460bfd	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/2c40066621ad0a3be34f1ba3c0fd516fcc9b7455e19aca09048800798ea20675.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	15fe77d6c27e99a9a5ce0be6301a6283d7c0fa4de0064ababe85b088bf51f604	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/2d27731855186d7c8193731afb76dcc4f6bca763c7869baddf6c0307cd792055.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	61f77167ee9b4b493fb77c2fded50359244635b860ac643c50c1ce47f89611a8	Generated Graphify content is unrelated to the accepted project freeze
